pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,funding_fees,weekday
BTC/USDT,2860.13603205,13853.3151978,0.12572,2023-01-16 00:00:00+00:00,2023-03-14 00:00:00+00:00,22750.05,24112.27,0.001,0.001,82080,0.05489269758830116,761.2062875900001,analogv2:exit,208.73,-0.99,230.82,-0.99,19549.09,26386.87,False,analogv2:enter,1.0,False,1673827200000,1678752000000,0.0,1
BTC/USDT,7076.23988926,9202.3291712,0.26801,2023-03-16 00:00:00+00:00,2023-08-09 00:00:00+00:00,26402.9,29770.41,0.001,0.001,210240,0.10933250311410385,1007.11979645,analogv2:exit,242.86,-0.99,264.03,-0.99,24123.0,31804.2,False,analogv2:enter,1.0,False,1678924800000,1691539200000,0.0,2
BTC/USDT,7540.25054707,9239.801724,0.27192,2023-10-07 00:00:00+00:00,2023-10-17 00:00:00+00:00,27729.67,28500.77,0.001,0.001,14400,0.01422802004986121,131.59554827,analogv2:exit,279.32,-0.99,279.32,-0.99,26538.66,30000.0,False,analogv2:enter,1.0,False,1696636800000,1697500800000,0.0,1
BTC/USDT,6936.7008,6936.7008,0.24494,2023-10-19 00:00:00+00:00,2023-10-24 00:00:00+00:00,28320.0,33069.99,0.001,0.001,7200,0.16539251744027333,1148.42568645,analogv2:exit,283.21,-0.99,283.21,-0.99,28100.66,35280.0,False,analogv2:enter,1.0,False,1697673600000,1698105600000,0.0,1
BTC/USDT,9641.56977439,11641.524408,0.28165,2023-10-25 00:00:00+00:00,2023-11-10 00:00:00+00:00,34232.45,36701.1,0.001,0.001,23040,0.0648603672601971,755.82862212,analogv2:exit,339.23,-0.99,342.33,-0.99,33390.95,37972.24,False,analogv2:enter,1.0,False,1698192000000,1699574400000,0.0,4
BTC/USDT,10215.0513755,10215.0513755,0.27385,2023-11-11 00:00:00+00:00,2024-01-01 00:00:00+00:00,37301.63,42283.58,0.001,0.001,73440,0.13129365453123232,1342.51259774,force_exit,373.02,-0.99,373.02,-0.99,34800.0,44700.0,False,analogv2:enter,1.0,False,1699660800000,1704067200000,0.0,0
