pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,funding_fees,weekday
ETH/USDT,8343.95311856,13054.835579,2.9414,2024-01-02 00:00:00+00:00,2025-01-01 00:00:00+00:00,2836.73,3337.78,0.001,0.001,525600,0.24705907059016408,3228.5408604000004,force_exit,23.53,-0.99,28.37,-0.99,2100.0,4107.8,False,dynrebal:dr_profit_20,1.0,False,1704153600000,1735689600000,0.0,2
