pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,funding_fees,weekday
ETH/USDT,8422.992396,8422.992396,11.5556,2021-01-02 00:00:00+00:00,2021-01-12 00:00:00+00:00,728.91,1087.0,0.001,0.001,14400,0.4882882273913459,4116.9608744,analogv2:exit,7.29,-0.99,7.29,-0.99,714.91,1348.33,False,analogv2:enter,1.0,False,1609545600000,1610409600000,0.0,1
ETH/USDT,11906.040672,11906.040672,11.3352,2021-01-13 00:00:00+00:00,2021-01-22 00:00:00+00:00,1050.36,1111.98,0.001,0.001,12960,0.056550384380674695,673.96446763,analogv2:exit,10.51,-0.99,10.51,-0.99,987.48,1438.3,False,analogv2:enter,1.0,False,1610496000000,1611273600000,0.0,4
ETH/USDT,12495.460614,12495.460614,10.1374,2021-01-23 00:00:00+00:00,2021-01-29 00:00:00+00:00,1232.61,1329.44,0.001,0.001,8640,0.076401924553408,955.63191633,analogv2:exit,12.33,-0.99,12.33,-0.99,1195.9,1475.0,False,analogv2:enter,1.0,False,1611360000000,1611878400000,0.0,4
ETH/USDT,13246.133892,13246.133892,9.6123,2021-01-31 00:00:00+00:00,2021-02-09 00:00:00+00:00,1378.04,1749.68,0.001,0.001,12960,0.2671505441523614,3542.25058904,analogv2:exit,13.79,-0.99,13.79,-0.99,1269.99,1821.88,False,analogv2:enter,1.0,False,1612051200000,1612828800000,0.0,1
ETH/USDT,16269.719096,16269.719096,9.1964,2021-02-10 00:00:00+00:00,2021-02-24 00:00:00+00:00,1769.14,1577.79,0.001,0.001,20160,-0.10994179520682948,-1790.51084705,analogv2:exit,17.7,-0.99,17.7,-0.99,1355.0,2042.34,False,analogv2:enter,1.0,False,1612915200000,1614124800000,0.0,2
ETH/USDT,14800.135196,14800.135196,9.1181,2021-02-25 00:00:00+00:00,2021-04-19 00:00:00+00:00,1623.16,2235.65,0.001,0.001,76320,0.37459225635998694,5549.56005354,analogv2:exit,16.24,-0.99,16.24,-0.99,1293.18,2548.29,False,analogv2:enter,1.0,False,1614211200000,1618790400000,0.0,0
ETH/USDT,19918.155888,23830.431424,8.3819,2021-04-20 00:00:00+00:00,2021-05-20 00:00:00+00:00,2376.33,2438.92,0.001,0.001,43200,0.1449927883093796,3458.69593948,analogv2:exit,21.62,-0.99,23.77,-0.99,1888.0,4372.72,False,analogv2:enter,1.0,False,1618876800000,1621468800000,0.0,3
ETH/USDT,21861.636255,21861.636255,9.5239,2021-05-23 00:00:00+00:00,2021-05-25 00:00:00+00:00,2295.45,2647.92,0.001,0.001,2880,0.15124679280740824,3309.80887146,analogv2:exit,22.96,-0.99,22.96,-0.99,1728.74,2750.0,False,analogv2:enter,1.0,False,1621728000000,1621900800000,0.0,1
ETH/USDT,24988.022358,24988.022358,8.6619,2021-05-27 00:00:00+00:00,2021-06-10 00:00:00+00:00,2884.82,2610.2,0.001,0.001,20160,-0.097002650014703,-2426.32829174,analogv2:exit,28.85,-0.99,28.85,-0.99,2180.53,2891.95,False,analogv2:enter,1.0,False,1622073600000,1623283200000,0.0,3
ETH/USDT,22801.16124,22801.16124,9.0084,2021-08-01 00:00:00+00:00,2021-09-08 00:00:00+00:00,2531.1,3434.84,0.001,0.001,54720,0.35434284809637673,8087.5078421,analogv2:exit,25.32,-0.99,25.32,-0.99,2442.32,4027.88,False,analogv2:enter,1.0,False,1627776000000,1631059200000,0.0,2
ETH/USDT,6727.42567834,65143.732138,1.5848,2021-09-09 00:00:00+00:00,2021-12-04 00:00:00+00:00,4244.97,4215.01,0.001,0.001,123840,0.08472323765406306,5524.7070875,analogv2:exit,35.0,-0.99,42.45,-0.99,2652.0,4868.0,False,analogv2:enter,1.0,False,1631145600000,1638576000000,0.0,5
