variant,year,roi_%,max_dd_%
Pair_Combo,2021,35.5,12.6
Pair_Combo,2022,-7.1,7.1
Pair_Combo,2023,44.4,4.0
Pair_Combo,2024,27.2,12.7
Pair_Combo,2025,1.5,0.5
Pair_Combo,2026Q12,0.0,0.0
AI_Shield,2021,94.2,7.0
AI_Shield,2022,0.0,0.0
AI_Shield,2023,42.3,0.0
AI_Shield,2024,33.1,12.6
AI_Shield,2025,12.3,4.0
AI_Shield,2026Q12,0.0,0.0
Pure_Shield,2021,47.0,0.0
Pure_Shield,2022,-13.4,13.4
Pure_Shield,2023,73.7,0.0
Pure_Shield,2024,52.9,10.9
Pure_Shield,2025,9.0,0.0
Pure_Shield,2026Q12,0.0,0.0
