source,file,strategy,coin,pair,n_trades,roi_pct,win_rate_pct,max_dd_pct,sharpe,sortino,profit_factor,timerange,score
freqtrade_zip,backtest-result-2026-05-30_23-49-10.zip,BtcRegimeStrategy,BTC,BTC/USDT,8,-0.7,0.0,0.00700122617399993,-0.13989093887028645,-0.13989093887028645,0.0,2022-08-05 16:00:00~2026-01-01 00:00:00,-2.1129118410508645
freqtrade_zip,backtest-result-2026-05-31_00-12-31.zip,BtcRegimeStrategy,BTC,BTC/USDT,13,-0.22,46.15384615384615,0.004800280959834514,-0.024061289430888665,-0.03214017477278296,0.7044371277526602,2022-07-24 04:00:00~2026-01-01 00:00:00,-0.4702134562285557
freqtrade_zip,backtest-result-2026-05-31_00-24-00.zip,BtcRegimeStrategy,BTC,BTC/USDT,13,-0.22,46.15384615384615,0.004800280959834514,-0.024061289430888665,-0.03214017477278296,0.7044371277526602,2022-07-24 04:00:00~2026-01-01 00:00:00,-0.4702134562285557
freqtrade_zip,backtest-result-2026-05-31_00-30-18.zip,BtcRegimeStrategy,BTC,BTC/USDT,13,-0.22,46.15384615384615,0.004800280959834514,-0.024061289430888665,-0.03214017477278296,0.7044371277526602,2022-07-24 04:00:00~2026-01-01 00:00:00,-0.4702134562285557
freqtrade_zip,backtest-result-2026-05-31_00-30-26.zip,BtcRegimeStrategy,BTC,BTC/USDT,36,-2.36,30.555555555555557,0.02363874478219753,-0.2766773933287294,-0.3163540549715542,0.171172175766679,2022-02-21 01:00:00~2026-01-01 00:00:00,-5.174051422851689
freqtrade_zip,backtest-result-2026-05-31_00-30-31.zip,BtcRegimeStrategy,BTC,BTC/USDT,13,-0.72,46.15384615384615,0.009744385735221697,-0.05197456481715988,-0.05379827737461244,0.42482810542897087,2022-07-24 04:00:00~2026-01-01 00:00:00,-1.2592344196420422
freqtrade_zip,backtest-result-2026-05-31_00-30-35.zip,BtcRegimeStrategy,BTC,BTC/USDT,13,-0.22,46.15384615384615,0.004800280959834514,-0.024061289430888665,-0.03214017477278296,0.7044371277526602,2022-07-24 04:00:00~2026-01-01 00:00:00,-0.4702134562285557
freqtrade_zip,backtest-result-2026-05-31_00-30-40.zip,BtcRegimeStrategy,BTC,BTC/USDT,13,-0.72,46.15384615384615,0.009744385735221697,-0.05197456481715988,-0.05379827737461244,0.42482810542897087,2022-07-24 04:00:00~2026-01-01 00:00:00,-1.2592344196420422
freqtrade_zip,backtest-result-2026-05-31_00-30-46.zip,BtcRegimeStrategy,BTC,BTC/USDT,53,-3.07,26.41509433962264,0.03082454122048012,-0.4224417193961139,-0.47179876830664824,0.14759365954304238,2022-02-21 01:00:00~2026-01-01 00:00:00,-7.3560662764021
freqtrade_zip,backtest-result-2026-06-01_14-11-37.zip,BtcDcaHoldStrategy,BTC,BTC/USDT,1,0.05,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2021-04-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-12-59.zip,BtcDcaHoldStrategy,BTC,BTC/USDT,1,1.66,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2021-04-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-15-21.zip,BtcDcaHoldStrategy,BTC,BTC/USDT,1,107.06,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-16-24.zip,BtcDcaHoldStrategy,BTC,BTC/USDT,2,59.79,100.0,0.0,0.022531686146996834,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,60.01531686146997
freqtrade_zip,backtest-result-2026-06-01_14-17-08.zip,BtcDcaHoldStrategy,BTC,BTC/USDT,1,61.17,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-17-42.zip,BtcDcaHoldStrategy,BTC,BTC/USDT,1,61.57,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-19-27.zip,BtcDcaHoldStrategy,BTC,BTC/USDT,1,140.58,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-20-31.zip,BtcDcaHoldStrategy,BTC,BTC/USDT,2,75.63,100.0,0.0,0.022252409285230316,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,75.85252409285229
freqtrade_zip,backtest-result-2026-06-01_14-47-28.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,44.86,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2021-04-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-48-12.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,113.08,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-48-19.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,111.84,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-48-23.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,107.27,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-48-38.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,52.81,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-48-57.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,164.78,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-49-10.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,119.39,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-49-15.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,106.32,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_14-53-30.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,166.78,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_17-28-57.zip,Btc3LayerStrategy,BTC,BTC/USDT,11,38.89,90.9090909090909,0.025187834307611033,3.604764502531677,-100.0,11.836310680945537,2021-01-01 00:00:00~2021-04-01 00:00:00,74.88726935670155
freqtrade_zip,backtest-result-2026-06-01_17-29-14.zip,Btc3LayerStrategy,BTC,BTC/USDT,22,88.94,95.45454545454545,0.20432081485160325,0.08036796526934809,-100.0,2.8331262333208915,2021-01-01 00:00:00~2026-01-01 00:00:00,89.33503802299026
freqtrade_zip,backtest-result-2026-06-01_17-29-18.zip,Btc3LayerStrategy,BTC,BTC/USDT,40,78.04,97.5,0.20901527920567214,0.10361004403868118,-100.0,2.6587460302093504,2021-01-01 00:00:00~2026-01-01 00:00:00,78.65806988197548
freqtrade_zip,backtest-result-2026-06-01_17-29-22.zip,Btc3LayerStrategy,BTC,BTC/USDT,14,99.61,92.85714285714286,0.17235239920470397,0.07576063853647767,-100.0,3.39639565747164,2021-01-01 00:00:00~2026-01-01 00:00:00,100.02290158695537
freqtrade_zip,backtest-result-2026-06-01_17-29-26.zip,Btc3LayerStrategy,BTC,BTC/USDT,22,88.94,95.45454545454545,0.20432081485160325,0.08036796526934809,-100.0,2.8331262333208915,2021-01-01 00:00:00~2026-01-01 00:00:00,89.33503802299026
freqtrade_zip,backtest-result-2026-06-01_17-29-30.zip,Btc3LayerStrategy,BTC,BTC/USDT,22,73.48,95.45454545454545,0.1751270921485353,0.08702520454404014,-100.0,2.9950366277018636,2021-01-01 00:00:00~2026-01-01 00:00:00,73.99999786114333
freqtrade_zip,backtest-result-2026-06-01_17-29-34.zip,Btc3LayerStrategy,BTC,BTC/USDT,40,64.71,97.5,0.17914289452633003,0.11215510888328249,-100.0,2.8001775770545474,2021-01-01 00:00:00~2026-01-01 00:00:00,65.47326529978017
freqtrade_zip,backtest-result-2026-06-01_17-29-38.zip,Btc3LayerStrategy,BTC,BTC/USDT,14,81.91,92.85714285714286,0.14773598406181515,0.08140259070449325,-100.0,3.597591903207563,2021-01-01 00:00:00~2026-01-01 00:00:00,82.4285539389213
freqtrade_zip,backtest-result-2026-06-01_17-29-43.zip,Btc3LayerStrategy,BTC,BTC/USDT,22,73.48,95.45454545454545,0.1751270921485353,0.08702520454404014,-100.0,2.9950366277018636,2021-01-01 00:00:00~2026-01-01 00:00:00,73.99999786114333
freqtrade_zip,backtest-result-2026-06-01_17-29-47.zip,Btc3LayerStrategy,BTC,BTC/USDT,22,73.48,95.45454545454545,0.1751270921485353,0.08702520454404014,-100.0,2.9950366277018636,2021-01-01 00:00:00~2026-01-01 00:00:00,73.99999786114333
freqtrade_zip,backtest-result-2026-06-01_17-29-51.zip,Btc3LayerStrategy,BTC,BTC/USDT,22,73.48,95.45454545454545,0.1751270921485353,0.08702520454404014,-100.0,2.9950366277018636,2021-01-01 00:00:00~2026-01-01 00:00:00,73.99999786114333
freqtrade_zip,backtest-result-2026-06-01_17-29-56.zip,Btc3LayerStrategy,BTC,BTC/USDT,22,73.48,95.45454545454545,0.1751270921485353,0.08702520454404014,-100.0,2.9950366277018636,2021-01-01 00:00:00~2026-01-01 00:00:00,73.99999786114333
freqtrade_zip,backtest-result-2026-06-01_17-30-00.zip,Btc3LayerStrategy,BTC,BTC/USDT,22,58.97,95.45454545454545,0.14595233191949802,0.094161840905112,-100.0,3.1706559745199687,2021-01-01 00:00:00~2026-01-01 00:00:00,59.61971374521212
freqtrade_zip,backtest-result-2026-06-01_17-30-04.zip,Btc3LayerStrategy,BTC,BTC/USDT,40,52.12,97.5,0.14929063224602493,0.12130139686320793,-100.0,2.952474929901275,2021-01-01 00:00:00~2026-01-01 00:00:00,53.03443270414002
freqtrade_zip,backtest-result-2026-06-01_17-30-09.zip,Btc3LayerStrategy,BTC,BTC/USDT,14,65.45,92.85714285714286,0.12310244043740678,0.08745136526693364,-100.0,3.8179025456630438,2021-01-01 00:00:00~2026-01-01 00:00:00,66.07830877179453
freqtrade_zip,backtest-result-2026-06-01_17-30-14.zip,Btc3LayerStrategy,BTC,BTC/USDT,22,58.97,95.45454545454545,0.14595233191949802,0.094161840905112,-100.0,3.1706559745199687,2021-01-01 00:00:00~2026-01-01 00:00:00,59.61971374521212
freqtrade_zip,backtest-result-2026-06-01_17-30-18.zip,Btc3LayerStrategy,BTC,BTC/USDT,22,58.97,95.45454545454545,0.14595233191949802,0.094161840905112,-100.0,3.1706559745199687,2021-01-01 00:00:00~2026-01-01 00:00:00,59.61971374521212
freqtrade_zip,backtest-result-2026-06-01_18-28-30.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,70.92,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2021-04-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-28-50.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,70.92,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2021-04-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-31-51.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,165.51,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-32-54.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,170.45,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-33-54.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,166.95,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-34-11.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,163.0,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-34-19.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,161.65,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-34-30.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,158.41,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-34-35.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,137.7,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-35-03.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,169.61,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-35-25.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,155.57,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-35-35.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,160.65,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-35-51.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,159.69,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_18-37-34.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,161.97,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-14-15.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,9.78,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2021-04-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-14-26.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,9.78,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2021-04-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-16-09.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,10.82,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-16-43.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,11.36,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-17-11.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,43.42,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-17-27.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,118.71,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-17-52.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,12.04,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-18-21.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,9.59,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-18-41.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,40.24,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-18-52.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,107.43,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-19-09.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,11.86,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-19-32.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,8.17,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-19-59.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,34.6,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-20-14.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,94.7,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-30-05.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,170.45,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-31-26.zip,BtcDynamicRebalanceStrategy,ETH,ETH/USDT,1,281.49,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-33-06.zip,BtcDynamicRebalanceStrategy,SOL,SOL/USDT,1,756.71,100.0,0.0,-100.0,-100.0,0.0,2021-03-19 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-49-19.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,47.3,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2024-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-49-28.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,79.69,100.0,0.0,-100.0,-100.0,0.0,2024-01-01 00:00:00~2025-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-49-41.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,-15.27,0.0,0.15273005008399995,-100.0,-100.0,0.0,2025-01-01 00:00:00~2026-05-29 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-50-07.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,50.89,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2024-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-50-14.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,78.78,100.0,0.0,-100.0,-100.0,0.0,2024-01-01 00:00:00~2025-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-50-18.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,-14.6,0.0,0.14598642869199993,-100.0,-100.0,0.0,2025-01-01 00:00:00~2026-05-29 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-50-22.zip,Btc3LayerStrategy,BTC,BTC/USDT,9,26.73,88.88888888888889,0.26280298265228913,0.027314600974125663,-100.0,1.5916333727744312,2021-01-01 00:00:00~2024-01-01 00:00:00,26.47754004443668
freqtrade_zip,backtest-result-2026-06-01_19-50-25.zip,Btc3LayerStrategy,BTC,BTC/USDT,10,77.49,90.0,0.035122143530542695,0.8120180384300805,-100.0,12.994028558063107,2024-01-01 00:00:00~2025-01-01 00:00:00,85.53993609723972
freqtrade_zip,backtest-result-2026-06-01_19-50-29.zip,Btc3LayerStrategy,BTC,BTC/USDT,3,-14.92,66.66666666666666,0.25693246139311293,-0.032129033538321604,-100.0,0.49302340616626644,2025-01-01 00:00:00~2026-05-29 00:00:00,-15.755155258169442
freqtrade_zip,backtest-result-2026-06-01_19-50-37.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,21.85,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2024-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-50-41.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,73.19,100.0,0.0,-100.0,-100.0,0.0,2024-01-01 00:00:00~2025-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-50-44.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,-10.39,0.0,0.10388023924999998,-100.0,-100.0,0.0,2025-01-01 00:00:00~2026-05-29 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-55-43.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,162.66,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-56-42.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,168.27,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_19-56-47.zip,Btc3LayerStrategy,BTC,BTC/USDT,14,99.48,92.85714285714286,0.17358938008575123,0.07517265393279583,-100.0,3.374212565227149,2021-01-01 00:00:00~2026-01-01 00:00:00,99.88454777915646
freqtrade_zip,backtest-result-2026-06-01_19-56-58.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,110.72,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-25-57.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,49.0,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2022-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-03.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,-53.26,0.0,0.532595171959,-100.0,-100.0,0.0,2022-01-01 00:00:00~2023-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-10.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,104.49,100.0,0.0,-100.0,-100.0,0.0,2023-01-01 00:00:00~2024-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-17.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,79.69,100.0,0.0,-100.0,-100.0,0.0,2024-01-01 00:00:00~2025-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-23.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,-4.3,0.0,0.04296529461999998,-100.0,-100.0,0.0,2025-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-27.zip,BtcRebalanceStrategy,BTC,BTC/USDT,1,-12.53,0.0,0.12532378428800003,-100.0,-100.0,0.0,2026-01-01 00:00:00~2026-05-29 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-32.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,50.95,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2022-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-36.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,-53.47,0.0,0.5347150016960001,-100.0,-100.0,0.0,2022-01-01 00:00:00~2023-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-43.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,105.3,100.0,0.0,-100.0,-100.0,0.0,2023-01-01 00:00:00~2024-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-48.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,78.78,100.0,0.0,-100.0,-100.0,0.0,2024-01-01 00:00:00~2025-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-51.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,-4.26,0.0,0.042644269408000035,-100.0,-100.0,0.0,2025-01-01 00:00:00~2026-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-54.zip,BtcDynamicRebalanceStrategy,BTC,BTC/USDT,1,-12.03,0.0,0.12028084844000005,-100.0,-100.0,0.0,2026-01-01 00:00:00~2026-05-29 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-26-57.zip,Btc3LayerStrategy,BTC,BTC/USDT,9,33.73,88.88888888888889,0.22207008570141915,0.11865273382549701,-100.0,1.883576512941249,2021-01-01 00:00:00~2022-01-01 00:00:00,34.47238716685213
freqtrade_zip,backtest-result-2026-06-01_20-27-00.zip,Btc3LayerStrategy,BTC,BTC/USDT,1,-45.83,0.0,0.458303925179,-100.0,-100.0,0.0,2022-01-01 00:00:00~2023-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-27-04.zip,Btc3LayerStrategy,BTC,BTC/USDT,11,97.53,100.0,0.0,1.622718829204614,-100.0,0.0,2023-01-01 00:00:00~2024-01-01 00:00:00,113.75718829204614
freqtrade_zip,backtest-result-2026-06-01_20-27-08.zip,Btc3LayerStrategy,BTC,BTC/USDT,10,77.49,90.0,0.035122143530542695,0.8120180384300805,-100.0,12.994028558063107,2024-01-01 00:00:00~2025-01-01 00:00:00,85.53993609723972
freqtrade_zip,backtest-result-2026-06-01_20-27-11.zip,Btc3LayerStrategy,BTC,BTC/USDT,3,-5.23,66.66666666666666,0.17235858423693892,-0.02151924703457453,-100.0,0.7349428972831359,2025-01-01 00:00:00~2026-01-01 00:00:00,-5.789909638819624
freqtrade_zip,backtest-result-2026-06-01_20-27-14.zip,Btc3LayerStrategy,BTC,BTC/USDT,2,-11.15,50.0,0.16968556479913022,-0.11440396163249027,-100.0,0.38588123725726914,2026-01-01 00:00:00~2026-05-29 00:00:00,-12.633410745923165
freqtrade_zip,backtest-result-2026-06-01_20-27-18.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,13.44,100.0,0.0,-100.0,-100.0,0.0,2021-01-01 00:00:00~2022-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-27-21.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,-47.51,0.0,0.475061521017,-100.0,-100.0,0.0,2022-01-01 00:00:00~2023-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-27-25.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,100.61,100.0,0.0,-100.0,-100.0,0.0,2023-01-01 00:00:00~2024-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-27-28.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,73.19,100.0,0.0,-100.0,-100.0,0.0,2024-01-01 00:00:00~2025-01-01 00:00:00,-999.0
freqtrade_zip,backtest-result-2026-06-01_20-27-32.zip,BtcAdaptiveStrategy,BTC,BTC/USDT,1,0.1,100.0,0.0,-100.0,-100.0,0.0,2025-01-01 00:00:00~2026-01-01 00:00:00,-999.0
