pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,funding_fees,weekday,strategy,mode,pair_tag,run_folder,coin,open_year,open_month,open_dow,close_dow,duration_days,is_win,dur_bucket
DOGE/USDT,215430.06816,215430.06816,814542.0,2021-08-12 00:00:00+00:00,2021-09-23 00:00:00+00:00,0.26448,0.2244,0.001,0.001,60480,-0.1532378692088311,-33045.05665296,shield:bear_rs_aggr,0.00265,-0.99,0.00265,-0.99,0.1976,0.3517,False,shield:bull_rs_aggr,1.0,False,1628726400000,1632355200000,0.0,3,BtcRegimeShieldStrategy,DOGE_2021,BTC/USDT,20260602_234036__BtcRegimeShieldStrategy__DOGE_2021__BTC_USDT,BTC,2021,8,Thursday,Thursday,42,False,31-60d
DOGE/USDT,187341.56,187341.56,669077.0,2021-11-01 00:00:00+00:00,2021-11-25 00:00:00+00:00,0.28,0.217,0.001,0.001,34560,-0.2265484515484515,-42484.382269,shield:bear_rs_aggr,0.0029,-0.99,0.0029,-0.99,0.2106,0.2973,False,shield:bull_rs_aggr,1.0,False,1635724800000,1637798400000,0.0,3,BtcRegimeShieldStrategy,DOGE_2021,BTC/USDT,20260602_234036__BtcRegimeShieldStrategy__DOGE_2021__BTC_USDT,BTC,2021,11,Monday,Thursday,24,False,8-30d
DOGE/USDT,8968.02072,8968.02072,78474.0,2022-10-31 00:00:00+00:00,2022-12-28 00:00:00+00:00,0.11428,0.07372,0.001,0.001,83520,-0.3562074829720161,-3197.670564,shield:bear_rs_aggr,0.00118,-0.99,0.00118,-0.99,0.06921,0.15893,False,shield:bull_rs_aggr,1.0,False,1667174400000,1672185600000,0.0,2,BtcRegimeShieldStrategy,DOGE_2022,BTC/USDT,20260602_234039__BtcRegimeShieldStrategy__DOGE_2022__BTC_USDT,BTC,2022,10,Monday,Wednesday,58,False,31-60d
DOGE/USDT,8499.94452,8499.94452,102582.0,2023-01-18 00:00:00+00:00,2023-03-06 00:00:00+00:00,0.08286,0.07475,0.001,0.001,67680,-0.0996783809962666,-848.10796902,shield:bear_rs_aggr,0.00083,-0.99,0.00083,-0.99,0.07255,0.0998,False,shield:bull_rs_aggr,1.0,False,1674000000000,1678060800000,0.0,0,BtcRegimeShieldStrategy,DOGE_2023,BTC/USDT,20260602_234044__BtcRegimeShieldStrategy__DOGE_2023__BTC_USDT,BTC,2023,1,Wednesday,Monday,47,False,31-60d
DOGE/USDT,7779.05739,7779.05739,91079.0,2023-04-07 00:00:00+00:00,2023-05-11 00:00:00+00:00,0.08541,0.07312,0.001,0.001,48960,-0.1456046587764185,-1133.79966387,shield:bear_rs_aggr,0.00086,-0.99,0.00086,-0.99,0.06908,0.095,False,shield:bull_rs_aggr,1.0,False,1680825600000,1683763200000,0.0,3,BtcRegimeShieldStrategy,DOGE_2023,BTC/USDT,20260602_234044__BtcRegimeShieldStrategy__DOGE_2023__BTC_USDT,BTC,2023,4,Friday,Thursday,34,False,31-60d
DOGE/USDT,6815.30742,6815.30742,87443.0,2023-07-27 00:00:00+00:00,2023-08-23 00:00:00+00:00,0.07794,0.06258,0.001,0.001,38880,-0.1986789192331917,-1355.41197036,shield:bear_rs_aggr,0.00078,-0.99,0.00078,-0.99,0.0556,0.08243,False,shield:bull_rs_aggr,1.0,False,1690416000000,1692748800000,0.0,2,BtcRegimeShieldStrategy,DOGE_2023,BTC/USDT,20260602_234044__BtcRegimeShieldStrategy__DOGE_2023__BTC_USDT,BTC,2023,7,Thursday,Wednesday,27,False,8-30d
DOGE/USDT,5663.25536,5663.25536,81392.0,2023-10-31 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.06958,0.08956,0.001,0.001,89280,0.2845797490810425,1613.25943712,force_exit,0.0007,-0.99,0.0007,-0.99,0.06548,0.1073,False,shield:bull_rs_aggr,1.0,False,1698710400000,1704067200000,0.0,0,BtcRegimeShieldStrategy,DOGE_2023,BTC/USDT,20260602_234044__BtcRegimeShieldStrategy__DOGE_2023__BTC_USDT,BTC,2023,10,Tuesday,Monday,62,True,61-120d
DOGE/USDT,8499.972,8499.972,92391.0,2024-01-02 00:00:00+00:00,2024-06-20 00:00:00+00:00,0.092,0.12247,0.001,0.001,244800,0.328535920601138,2795.33867223,shield:bear_rs_aggr,0.00093,-0.99,0.00093,-0.99,0.07412,0.22888,False,shield:bull_rs_aggr,1.0,False,1704153600000,1718841600000,0.0,3,BtcRegimeShieldStrategy,DOGE_2024,BTC/USDT,20260602_234047__BtcRegimeShieldStrategy__DOGE_2024__BTC_USDT,BTC,2024,1,Tuesday,Thursday,170,True,120d+
DOGE/USDT,10875.97711,10875.97711,78943.0,2024-07-23 00:00:00+00:00,2024-08-17 00:00:00+00:00,0.13777,0.10034,0.001,0.001,36000,-0.273139867318571,-2973.63360773,shield:bear_rs_aggr,0.00138,-0.99,0.00138,-0.99,0.0805,0.13923,False,shield:bull_rs_aggr,1.0,False,1721692800000,1723852800000,0.0,5,BtcRegimeShieldStrategy,DOGE_2024,BTC/USDT,20260602_234047__BtcRegimeShieldStrategy__DOGE_2024__BTC_USDT,BTC,2024,7,Tuesday,Saturday,25,False,8-30d
DOGE/USDT,8348.3568,8348.3568,58120.0,2024-10-22 00:00:00+00:00,2025-01-01 00:00:00+00:00,0.14364,0.316,0.001,0.001,102240,1.1955488120901654,9990.8489232,force_exit,0.00144,-0.99,0.00144,-0.99,0.12779,0.48434,False,shield:bull_rs_aggr,1.0,False,1729555200000,1735689600000,0.0,2,BtcRegimeShieldStrategy,DOGE_2024,BTC/USDT,20260602_234047__BtcRegimeShieldStrategy__DOGE_2024__BTC_USDT,BTC,2024,10,Tuesday,Wednesday,71,True,61-120d
DOGE/USDT,8499.77478,8499.77478,35301.0,2025-05-14 00:00:00+00:00,2025-06-11 00:00:00+00:00,0.24078,0.19851,0.001,0.001,40320,-0.1772016919039096,-1507.68064629,shield:bear_rs_aggr,0.00241,-0.99,0.00241,-0.99,0.168,0.25441,False,shield:bull_rs_aggr,1.0,False,1747180800000,1749600000000,0.0,2,BtcRegimeShieldStrategy,DOGE_2025,BTC/USDT,20260602_234051__BtcRegimeShieldStrategy__DOGE_2025__BTC_USDT,BTC,2025,5,Wednesday,Wednesday,28,False,8-30d
DOGE/USDT,7218.29472,7218.29472,33072.0,2025-07-18 00:00:00+00:00,2025-10-13 00:00:00+00:00,0.21826,0.20717,0.001,0.001,125280,-0.0527074410058007,-380.83830096,shield:bear_rs_aggr,0.00219,-0.99,0.00219,-0.99,0.095,0.30684,False,shield:bull_rs_aggr,1.0,False,1752796800000,1760313600000,0.0,0,BtcRegimeShieldStrategy,DOGE_2025,BTC/USDT,20260602_234051__BtcRegimeShieldStrategy__DOGE_2025__BTC_USDT,BTC,2025,7,Friday,Monday,87,False,61-120d
BNB/USDT,8499.78564,8499.78564,32.295,2021-03-13 00:00:00+00:00,2021-03-22 00:00:00+00:00,263.192,264.7152,0.001,0.001,12960,0.0037778446974917,32.14298098,triple:lost_consensus,2.632,-0.99,2.632,-0.99,240.199,284.2857,False,triple:tr_strict,1.0,False,1615593600000,1616371200000,0.0,0,BtcTripleRegimeStrategy,BNB_Tri_2021,BTC/USDT,20260602_234627__BtcTripleRegimeStrategy__BNB_Tri_2021__BTC_USDT,BTC,2021,3,Saturday,Monday,9,True,8-30d
BNB/USDT,8527.0988364,8527.0988364,30.974,2021-03-30 00:00:00+00:00,2021-04-12 00:00:00+00:00,275.2986,525.9275,0.001,0.001,18720,0.9065723392862912,7738.16237138,triple:lost_consensus,2.753,-0.99,2.753,-0.99,271.2857,638.5673,False,triple:tr_strict,1.0,False,1617062400000,1618185600000,0.0,0,BtcTripleRegimeStrategy,BNB_Tri_2021,BTC/USDT,20260602_234627__BtcTripleRegimeStrategy__BNB_Tri_2021__BTC_USDT,BTC,2021,3,Tuesday,Monday,13,True,8-30d
BNB/USDT,15104.47053,15104.47053,23.379,2021-05-09 00:00:00+00:00,2021-05-13 00:00:00+00:00,646.07,594.2,0.001,0.001,5760,-0.0821230095612128,-1241.66500233,triple:lost_consensus,6.47,-0.99,6.47,-0.99,526.6,691.77,False,triple:tr_strict,1.0,False,1620518400000,1620864000000,0.0,3,BtcTripleRegimeStrategy,BNB_Tri_2021,BTC/USDT,20260602_234627__BtcTripleRegimeStrategy__BNB_Tri_2021__BTC_USDT,BTC,2021,5,Sunday,Thursday,4,False,0-7d
BNB/USDT,14049.2574,14049.2574,33.795,2021-08-17 00:00:00+00:00,2021-08-24 00:00:00+00:00,415.72,499.06,0.001,0.001,10080,0.1980729267845596,2785.5603099,triple:lost_consensus,4.16,-0.99,4.16,-0.99,385.47,509.71,False,triple:tr_strict,1.0,False,1629158400000,1629763200000,0.0,1,BtcTripleRegimeStrategy,BNB_Tri_2021,BTC/USDT,20260602_234627__BtcTripleRegimeStrategy__BNB_Tri_2021__BTC_USDT,BTC,2021,8,Tuesday,Tuesday,7,True,0-7d
BNB/USDT,8499.75,8499.75,26.25,2022-11-02 00:00:00+00:00,2022-11-04 00:00:00+00:00,323.8,329.6,0.001,0.001,2880,0.0158785007457027,135.09825,triple:lost_consensus,3.3,-0.99,3.3,-0.99,315.3,358.9,False,triple:tr_strict,1.0,False,1667347200000,1667520000000,0.0,4,BtcTripleRegimeStrategy,BNB_Tri_2022,BTC/USDT,20260602_234631__BtcTripleRegimeStrategy__BNB_Tri_2022__BTC_USDT,BTC,2022,11,Wednesday,Friday,2,True,0-7d
BNB/USDT,8499.82,8499.82,27.85,2023-01-15 00:00:00+00:00,2023-02-10 00:00:00+00:00,305.2,306.2,0.001,0.001,37440,0.0012719914423715,10.82251,triple:lost_consensus,3.1,-0.99,3.1,-0.99,281.1,337.8,False,triple:tr_strict,1.0,False,1673740800000,1675987200000,0.0,4,BtcTripleRegimeStrategy,BNB_Tri_2023,BTC/USDT,20260602_234635__BtcTripleRegimeStrategy__BNB_Tri_2023__BTC_USDT,BTC,2023,1,Sunday,Friday,26,True,8-30d
BNB/USDT,8509.011,8509.011,25.438,2023-03-22 00:00:00+00:00,2023-03-23 00:00:00+00:00,334.5,321.2,0.001,0.001,1440,-0.0416793968363475,-355.0050966,triple:lost_consensus,3.4,-0.99,3.4,-0.99,316.0,339.5,False,triple:tr_strict,1.0,False,1679443200000,1679529600000,0.0,3,BtcTripleRegimeStrategy,BNB_Tri_2023,BTC/USDT,20260602_234635__BtcTripleRegimeStrategy__BNB_Tri_2023__BTC_USDT,BTC,2023,3,Wednesday,Thursday,1,False,0-7d
BNB/USDT,8499.7323,8499.7323,27.009,2024-01-20 00:00:00+00:00,2024-01-21 00:00:00+00:00,314.7,317.3,0.001,0.001,1440,0.0062473275056687,53.153712,triple:lost_consensus,3.2,-0.99,3.2,-0.99,312.2,321.7,False,triple:tr_strict,1.0,False,1705708800000,1705795200000,0.0,6,BtcTripleRegimeStrategy,BNB_Tri_2024,BTC/USDT,20260602_234638__BtcTripleRegimeStrategy__BNB_Tri_2024__BTC_USDT,BTC,2024,1,Saturday,Sunday,1,True,0-7d
BNB/USDT,8545.1206,8545.1206,24.214,2024-02-18 00:00:00+00:00,2024-02-29 00:00:00+00:00,352.9,414.7,0.001,0.001,15840,0.1727725377484515,1477.8385336,triple:lost_consensus,3.6,-0.99,3.6,-0.99,344.8,427.3,False,triple:tr_strict,1.0,False,1708214400000,1709164800000,0.0,3,BtcTripleRegimeStrategy,BNB_Tri_2024,BTC/USDT,20260602_234638__BtcTripleRegimeStrategy__BNB_Tri_2024__BTC_USDT,BTC,2024,2,Sunday,Thursday,11,True,8-30d
BNB/USDT,9801.2676,9801.2676,17.022,2024-04-02 00:00:00+00:00,2024-04-04 00:00:00+00:00,575.8,561.6,0.001,0.001,2880,-0.026610069333237,-261.0732228,triple:lost_consensus,5.8,-0.99,5.8,-0.99,539.0,597.6,False,triple:tr_strict,1.0,False,1712016000000,1712188800000,0.0,3,BtcTripleRegimeStrategy,BNB_Tri_2024,BTC/USDT,20260602_234638__BtcTripleRegimeStrategy__BNB_Tri_2024__BTC_USDT,BTC,2024,4,Tuesday,Thursday,2,False,0-7d
BNB/USDT,9579.3655,9579.3655,16.361,2024-04-07 00:00:00+00:00,2024-04-13 00:00:00+00:00,585.5,595.6,0.001,0.001,8640,0.0152177455337147,145.9221229,triple:lost_consensus,5.9,-0.99,5.9,-0.99,508.0,634.5,False,triple:tr_strict,1.0,False,1712448000000,1712966400000,0.0,5,BtcTripleRegimeStrategy,BNB_Tri_2024,BTC/USDT,20260602_234638__BtcTripleRegimeStrategy__BNB_Tri_2024__BTC_USDT,BTC,2024,4,Sunday,Saturday,6,True,0-7d
BNB/USDT,8499.71992,8499.71992,13.142,2025-05-17 00:00:00+00:00,2025-06-06 00:00:00+00:00,646.76,633.33,0.001,0.001,28800,-0.0227215576185827,-193.32000278,triple:lost_consensus,6.47,-0.99,6.47,-0.99,625.44,697.73,False,triple:tr_strict,1.0,False,1747440000000,1749168000000,0.0,4,BtcTripleRegimeStrategy,BNB_Tri_2025,BTC/USDT,20260602_234642__BtcTripleRegimeStrategy__BNB_Tri_2025__BTC_USDT,BTC,2025,5,Saturday,Friday,20,False,8-30d
BNB/USDT,8335.61548,8335.61548,11.014,2025-07-21 00:00:00+00:00,2025-07-22 00:00:00+00:00,756.82,766.22,0.001,0.001,1440,0.0103975726184441,86.75683744,triple:lost_consensus,7.57,-0.99,7.57,-0.99,745.0,788.35,False,triple:tr_strict,1.0,False,1753056000000,1753142400000,0.0,1,BtcTripleRegimeStrategy,BNB_Tri_2025,BTC/USDT,20260602_234642__BtcTripleRegimeStrategy__BNB_Tri_2025__BTC_USDT,BTC,2025,7,Monday,Tuesday,1,True,0-7d
BNB/USDT,8408.81,8408.81,9.755,2025-08-31 00:00:00+00:00,2025-09-23 00:00:00+00:00,862.0,992.9,0.001,0.001,33120,0.1495547376057817,1258.8349505,triple:lost_consensus,8.63,-0.99,8.63,-0.99,840.0,1083.47,False,triple:tr_strict,1.0,False,1756598400000,1758585600000,0.0,1,BtcTripleRegimeStrategy,BNB_Tri_2025,BTC/USDT,20260602_234642__BtcTripleRegimeStrategy__BNB_Tri_2025__BTC_USDT,BTC,2025,8,Sunday,Tuesday,23,True,8-30d
BNB/USDT,8499.36514,8499.36514,8.974,2026-01-18 00:00:00+00:00,2026-01-21 00:00:00+00:00,947.11,884.19,0.001,0.001,4320,-0.068298944564637,-581.0781662,triple:lost_consensus,9.48,-0.99,9.48,-0.99,864.54,953.33,False,triple:tr_strict,1.0,False,1768694400000,1768953600000,0.0,2,BtcTripleRegimeStrategy,BNB_Tri_2026,BTC/USDT,20260602_234646__BtcTripleRegimeStrategy__BNB_Tri_2026__BTC_USDT,BTC,2026,1,Sunday,Wednesday,3,False,0-7d
ADA/USDT,8499.97896,8499.97896,5856.4,2021-04-15 00:00:00+00:00,2021-04-17 00:00:00+00:00,1.4514,1.40989,0.001,0.001,2880,-0.0305408316367957,-259.85602276,triple:lost_consensus,0.01452,-0.99,0.01452,-0.99,1.334,1.51915,False,triple:tr_strict,1.0,False,1618444800000,1618617600000,0.0,5,BtcTripleRegimeStrategy,ADA_Tri_2021,BTC/USDT,20260602_234650__BtcTripleRegimeStrategy__ADA_Tri_2021__BTC_USDT,BTC,2021,4,Thursday,Saturday,2,False,0-7d
ADA/USDT,8279.0226,8279.0226,5614.8,2021-08-10 00:00:00+00:00,2021-08-16 00:00:00+00:00,1.4745,2.1667,0.001,0.001,8640,0.4665113116791652,3866.11995024,triple:lost_consensus,0.0148,-0.99,0.0148,-0.99,1.457,2.25,False,triple:tr_strict,1.0,False,1628553600000,1629072000000,0.0,0,BtcTripleRegimeStrategy,ADA_Tri_2021,BTC/USDT,20260602_234650__BtcTripleRegimeStrategy__ADA_Tri_2021__BTC_USDT,BTC,2021,8,Tuesday,Monday,6,True,0-7d
ADA/USDT,8499.96928,8499.96928,21952.4,2023-04-04 00:00:00+00:00,2023-04-22 00:00:00+00:00,0.3872,0.3823,0.001,0.001,25920,-0.0146276760429652,-124.4591318,triple:lost_consensus,0.0039,-0.99,0.0039,-0.99,0.3756,0.4617,False,triple:tr_strict,1.0,False,1680566400000,1682121600000,0.0,5,BtcTripleRegimeStrategy,ADA_Tri_2023,BTC/USDT,20260602_234657__BtcTripleRegimeStrategy__ADA_Tri_2023__BTC_USDT,BTC,2023,4,Tuesday,Saturday,18,False,8-30d
ADA/USDT,8394.18124,8394.18124,21837.1,2023-12-02 00:00:00+00:00,2023-12-09 00:00:00+00:00,0.3844,0.5455,0.001,0.001,10080,0.4162593389960715,3497.65049071,triple:lost_consensus,0.0039,-0.99,0.0039,-0.99,0.3827,0.6474,False,triple:tr_strict,1.0,False,1701475200000,1702080000000,0.0,5,BtcTripleRegimeStrategy,ADA_Tri_2023,BTC/USDT,20260602_234657__BtcTripleRegimeStrategy__ADA_Tri_2023__BTC_USDT,BTC,2023,12,Saturday,Saturday,7,True,0-7d
ADA/USDT,8499.92584,8499.92584,11201.8,2025-05-17 00:00:00+00:00,2025-05-18 00:00:00+00:00,0.7588,0.7428,0.001,0.001,1440,-0.0230417974223983,-196.04942288,triple:lost_consensus,0.0076,-0.99,0.0076,-0.99,0.7171,0.7814,False,triple:tr_strict,1.0,False,1747440000000,1747526400000,0.0,6,BtcTripleRegimeStrategy,ADA_Tri_2025,BTC/USDT,20260602_234705__BtcTripleRegimeStrategy__ADA_Tri_2025__BTC_USDT,BTC,2025,5,Saturday,Sunday,1,False,0-7d
ADA/USDT,8333.34496,8333.34496,11334.8,2025-07-15 00:00:00+00:00,2025-07-18 00:00:00+00:00,0.7352,0.8216,0.001,0.001,4320,0.1152862371578367,961.68070336,triple:lost_consensus,0.0074,-0.99,0.0074,-0.99,0.7105,0.8955,False,triple:tr_strict,1.0,False,1752537600000,1752796800000,0.0,4,BtcTripleRegimeStrategy,ADA_Tri_2025,BTC/USDT,20260602_234705__BtcTripleRegimeStrategy__ADA_Tri_2025__BTC_USDT,BTC,2025,7,Tuesday,Friday,3,True,0-7d
ETH/USDT,8152.931241,8152.931241,11.1851,2021-01-02 00:00:00+00:00,2021-01-12 00:00:00+00:00,728.91,1087.0,0.001,0.001,14400,0.488288227391943,3984.96132406,calendar_shield:exit,7.29,-0.99,7.29,-0.99,714.91,1348.33,False,calendar_shield,1.0,False,1609545600000,1610409600000,0.0,1,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,1,Saturday,Tuesday,10,True,8-30d
ETH/USDT,11434.008888,11434.008888,10.8858,2021-01-13 00:00:00+00:00,2021-01-22 00:00:00+00:00,1050.36,1111.98,0.001,0.001,12960,0.0565503843810172,647.24419523,calendar_shield:exit,10.51,-0.99,10.51,-0.99,987.48,1438.3,False,calendar_shield,1.0,False,1610496000000,1611273600000,0.0,4,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,1,Wednesday,Friday,9,True,8-30d
ETH/USDT,11991.939429,11991.939429,9.7289,2021-01-23 00:00:00+00:00,2021-01-29 00:00:00+00:00,1232.61,1329.44,0.001,0.001,8640,0.0764019245538245,917.12345876,calendar_shield:exit,12.33,-0.99,12.33,-0.99,1195.9,1475.0,False,calendar_shield,1.0,False,1611360000000,1611878400000,0.0,4,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,1,Saturday,Friday,6,True,0-7d
ETH/USDT,12845.951076,12845.951076,9.3219,2021-01-31 00:00:00+00:00,2021-02-09 00:00:00+00:00,1378.04,1749.68,0.001,0.001,12960,0.2671505441525076,3435.23462293,calendar_shield:exit,13.79,-0.99,13.79,-0.99,1269.99,1821.88,False,calendar_shield,1.0,False,1612051200000,1612828800000,0.0,1,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,1,Sunday,Tuesday,9,True,8-30d
ETH/USDT,15620.444716,15620.444716,8.8294,2021-02-10 00:00:00+00:00,2021-02-24 00:00:00+00:00,1769.14,1577.79,0.001,0.001,20160,-0.1099417952068243,-1719.05707374,calendar_shield:exit,17.7,-0.99,17.7,-0.99,1355.0,2042.34,False,calendar_shield,1.0,False,1612915200000,1614124800000,0.0,2,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,2,Wednesday,Wednesday,14,False,8-30d
ETH/USDT,14323.900052,14323.900052,8.8247,2021-02-25 00:00:00+00:00,2021-04-19 00:00:00+00:00,1623.16,2235.65,0.001,0.001,76320,0.3745922563597102,5370.98766239,calendar_shield:exit,16.24,-0.99,16.24,-0.99,1293.18,2548.29,False,calendar_shield,1.0,False,1614211200000,1618790400000,0.0,0,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,2,Thursday,Monday,53,True,31-60d
ETH/USDT,18913.690016,18913.690016,8.7518,2021-04-20 00:00:00+00:00,2021-05-20 00:00:00+00:00,2161.12,2438.92,0.001,0.001,43200,0.1262896243462932,2390.99140993,calendar_shield:exit,21.62,-0.99,21.62,-0.99,1888.0,4372.72,False,calendar_shield,1.0,False,1618876800000,1621468800000,0.0,3,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,4,Tuesday,Thursday,30,True,8-30d
ETH/USDT,20189.40093,20189.40093,8.7954,2021-05-23 00:00:00+00:00,2021-05-25 00:00:00+00:00,2295.45,2647.92,0.001,0.001,2880,0.1512467928071721,3056.6357215,calendar_shield:exit,22.96,-0.99,22.96,-0.99,1728.74,2750.0,False,calendar_shield,1.0,False,1621728000000,1621900800000,0.0,1,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,5,Sunday,Tuesday,2,True,0-7d
ETH/USDT,23019.998154,23019.998154,7.9797,2021-05-27 00:00:00+00:00,2021-06-10 00:00:00+00:00,2884.82,2610.2,0.001,0.001,20160,-0.0970026500144494,-2235.23382509,calendar_shield:exit,28.85,-0.99,28.85,-0.99,2180.53,2891.95,False,calendar_shield,1.0,False,1622073600000,1623283200000,0.0,3,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,5,Thursday,Thursday,14,False,8-30d
ETH/USDT,20763.87885,20763.87885,8.2035,2021-08-01 00:00:00+00:00,2021-09-08 00:00:00+00:00,2531.1,3434.84,0.001,0.001,54720,0.354342848096552,7364.88950121,calendar_shield:exit,25.32,-0.99,25.32,-0.99,2442.32,4027.88,False,calendar_shield,1.0,False,1627776000000,1631059200000,0.0,2,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,8,Sunday,Wednesday,38,True,31-60d
ETH/USDT,11325.07007074,33339.056927,2.9771,2021-09-09 00:00:00+00:00,2021-12-05 00:00:00+00:00,3804.06,4117.25,0.001,0.001,125280,0.1911703925640424,6379.814041049999,calendar_shield:exit,35.0,-0.99,38.05,-0.99,2652.0,4868.0,False,calendar_shield,1.0,False,1631145600000,1638662400000,0.0,6,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,BTC,2021,9,Thursday,Sunday,87,True,61-120d
ETH/USDT,4383.520832,4383.520832,2.9792,2023-01-14 00:00:00+00:00,2023-03-14 00:00:00+00:00,1471.38,1673.44,0.001,0.001,84960,0.1350582271323929,592.62258272,calendar_shield:exit,14.52,-0.99,14.72,-0.99,1368.39,1780.02,False,calendar_shield,1.0,False,1673654400000,1678752000000,0.0,1,BtcCalendarShieldStrategy,ETH_CAL_2023,BTC/USDT,20260603_091312__BtcCalendarShieldStrategy__ETH_CAL_2023__BTC_USDT,BTC,2023,1,Saturday,Tuesday,59,True,31-60d
ETH/USDT,5935.30915075,8472.104273,3.2878,2023-03-26 00:00:00+00:00,2023-08-09 00:00:00+00:00,1805.25,1856.3,0.001,0.001,195840,0.0473382272761384,401.45545198,calendar_shield:exit,17.42,-0.99,18.06,-0.99,1626.01,2141.54,False,calendar_shield,1.0,False,1679788800000,1691539200000,0.0,2,BtcCalendarShieldStrategy,ETH_CAL_2023,BTC/USDT,20260603_091312__BtcCalendarShieldStrategy__ETH_CAL_2023__BTC_USDT,BTC,2023,3,Sunday,Wednesday,136,True,120d+
ETH/USDT,6263.60332,7630.05821,3.5048,2023-10-26 00:00:00+00:00,2023-11-10 00:00:00+00:00,1787.15,2121.33,0.001,0.001,21600,0.1525620564052015,1165.22142838,calendar_shield:exit,17.88,-0.99,17.88,-0.99,1744.66,2136.99,False,calendar_shield,1.0,False,1698278400000,1699574400000,0.0,4,BtcCalendarShieldStrategy,ETH_CAL_2023,BTC/USDT,20260603_091312__BtcCalendarShieldStrategy__ETH_CAL_2023__BTC_USDT,BTC,2023,10,Thursday,Friday,15,True,8-30d
ETH/USDT,8021.16202,8021.16202,3.8725,2023-11-11 00:00:00+00:00,2024-01-01 00:00:00+00:00,2071.31,2281.87,0.001,0.001,73440,0.0994524390971867,798.52185141,force_exit,20.78,-0.99,20.78,-0.99,1904.0,2445.8,False,calendar_shield,1.0,False,1699660800000,1704067200000,0.0,0,BtcCalendarShieldStrategy,ETH_CAL_2023,BTC/USDT,20260603_091312__BtcCalendarShieldStrategy__ETH_CAL_2023__BTC_USDT,BTC,2023,11,Saturday,Monday,51,True,31-60d
ETH/USDT,6444.41126886,7689.224988,2.6786,2024-01-02 00:00:00+00:00,2024-02-29 00:00:00+00:00,2405.89,3383.11,0.001,0.001,83520,0.3837224011612619,2953.47840334,calendar_shield:exit,23.53,-0.99,24.06,-0.99,2100.0,3522.81,False,calendar_shield,1.0,False,1704153600000,1709164800000,0.0,3,BtcCalendarShieldStrategy,ETH_CAL_2024,BTC/USDT,20260603_091316__BtcCalendarShieldStrategy__ETH_CAL_2024__BTC_USDT,BTC,2024,1,Tuesday,Thursday,58,True,31-60d
ETH/USDT,9377.971145,9377.971145,2.8255,2024-03-01 00:00:00+00:00,2024-06-25 00:00:00+00:00,3319.05,3352.74,0.001,0.001,167040,0.0081327098891738,76.34458699,calendar_shield:exit,33.41,-0.99,33.41,-0.99,2817.0,4093.92,False,calendar_shield,1.0,False,1709251200000,1719273600000,0.0,1,BtcCalendarShieldStrategy,ETH_CAL_2024,BTC/USDT,20260603_091316__BtcCalendarShieldStrategy__ETH_CAL_2024__BTC_USDT,BTC,2024,3,Friday,Tuesday,116,True,61-120d
