pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,funding_fees,weekday
BTC/USDT,9999.807488,9999.807488,0.14944,2024-05-19 00:00:00+00:00,2024-06-23 00:00:00+00:00,66915.2,64262.01,0.001,0.001,50400,-0.04156881582001668,-416.09583586,swing:trend_end,50186.4,-0.25,50186.4,-0.25,63178.32,71997.02,False,swing:initial,1.0,False,1716076800000,1719100800000,0.0,6
BTC/USDT,9583.7976,9583.7976,0.14535,2024-07-24 00:00:00+00:00,2024-08-05 00:00:00+00:00,65936.0,58161.0,0.001,0.001,17280,-0.11967977727198789,-1148.13374895,swing:trend_end,49452.0,-0.25,49452.0,-0.25,49000.0,70079.99,False,swing:initial,1.0,False,1721779200000,1722816000000,0.0,0
