pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,funding_fees,weekday
BTC/USDT,6999.807902,6999.807902,0.15844,2024-01-02 00:00:00+00:00,2024-01-11 00:00:00+00:00,44179.55,48694.8,0.001,0.001,12960,0.10000006094070477,700.68119799,roi,441.8,-0.99,441.8,-0.99,40750.0,48969.48,False,layer:auto,1.0,False,1704153600000,1704931200000,0.0,3
BTC/USDT,7490.2618224,7490.2618224,0.16164,2024-01-12 00:00:00+00:00,2024-02-14 00:00:00+00:00,46339.16,51075.12,0.001,0.001,47520,0.09999990954058866,749.77453018,roi,463.4,-0.99,463.4,-0.99,38555.0,52043.71,False,layer:auto,1.0,False,1705017600000,1707868800000,0.0,2
BTC/USDT,8015.3025575,8015.3025575,0.15475,2024-02-15 00:00:00+00:00,2024-02-27 00:00:00+00:00,51795.17,57088.75,0.001,0.001,17280,0.0999999915713485,802.33171838,roi,517.96,-0.99,517.96,-0.99,50521.0,57588.15,False,layer:auto,1.0,False,1707955200000,1708992000000,0.0,1
BTC/USDT,8576.7063195,8576.7063195,0.15037,2024-02-28 00:00:00+00:00,2024-02-28 00:00:00+00:00,57037.35,62866.69,0.001,0.001,0,0.09999995139683236,858.52788531,roi,570.38,-0.99,570.38,-0.99,56691.85,64000.0,False,layer:auto,1.0,False,1709078400000,1709078400000,0.0,2
BTC/USDT,9177.52017,9177.52017,0.147,2024-02-29 00:00:00+00:00,2024-03-05 00:00:00+00:00,62432.11,68812.81,0.001,0.001,7200,0.10000001390521429,918.66989676,roi,624.33,-0.99,624.33,-0.99,59005.0,69000.0,False,layer:auto,1.0,False,1709164800000,1709596800000,0.0,1
BTC/USDT,9820.5071811,9820.5071811,0.15411,2024-03-06 00:00:00+00:00,2024-03-11 00:00:00+00:00,63724.01,70236.74,0.001,0.001,7200,0.09999993492504723,983.03212912,roi,637.25,-0.99,637.25,-0.99,62779.14,72800.0,False,layer:auto,1.0,False,1709683200000,1710115200000,0.0,0
BTC/USDT,10508.98698,10508.98698,0.1458,2024-03-12 00:00:00+00:00,2024-11-10 00:00:00+00:00,72078.1,79444.64,0.001,0.001,349920,0.09999999237720132,1051.94951651,roi,720.79,-0.99,720.79,-0.99,49000.0,81500.0,False,layer:auto,1.0,False,1710201600000,1731196800000,0.0,6
BTC/USDT,11245.3717992,11245.3717992,0.13992,2024-11-11 00:00:00+00:00,2024-11-11 00:00:00+00:00,80370.01,88584.0,0.001,0.001,0,0.09999997500315454,1125.66143572,roi,803.71,-0.99,803.71,-0.99,80216.01,89530.54,False,layer:auto,1.0,False,1731283200000,1731283200000,0.0,0
BTC/USDT,12033.07952,12033.07952,0.13574,2024-11-12 00:00:00+00:00,2024-11-21 00:00:00+00:00,88648.0,97708.02,0.001,0.001,12960,0.09999999075957164,1204.51114865,roi,886.49,-0.99,886.49,-0.99,85072.0,98988.0,False,layer:auto,1.0,False,1731369600000,1732147200000,0.0,3
BTC/USDT,12876.5932064,12876.5932064,0.13097,2024-11-22 00:00:00+00:00,2025-01-01 00:00:00+00:00,98317.12,93576.0,0.001,0.001,57600,-0.05012438357625299,-646.07672833,force_exit,983.18,-0.99,983.18,-0.99,90500.0,108353.0,False,layer:auto,1.0,False,1732233600000,1735689600000,0.0,2
