pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,funding_fees,weekday
BTC/USDT,11518.37228962,58915.9902677,1.11162,2019-04-06 00:00:00+00:00,2019-09-27 00:00:00+00:00,10361.79,8063.49,0.001,0.001,250560,0.06701505301428169,3952.2064693899993,analogv2:exit,50.05,-0.99,108.16,-0.99,4861.22,13970.0,False,analogv2:enter,1.0,False,1554508800000,1569542400000,0.0,4
BTC/USDT,10771.599657,10771.599657,1.17026,2019-10-29 00:00:00+00:00,2019-11-27 00:00:00+00:00,9204.45,7154.75,0.001,0.001,41760,-0.22423884151616855,-2417.82643939,analogv2:exit,92.05,-0.99,92.05,-0.99,6515.0,9550.0,False,analogv2:enter,1.0,False,1572307200000,1574812800000,0.0,2
