pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,funding_fees,weekday
ADA/USDT,7063.73862,7063.73862,11638.2,2024-01-02 00:00:00+00:00,2024-02-29 00:00:00+00:00,0.6069,0.6287,0.001,0.001,83520,0.033775098344936576,238.81704504,calendar_shield:exit,0.0063,-0.99,0.0063,-0.99,0.4477,0.7088,False,calendar_shield,1.0,False,1704153600000,1709164800000,0.0,3
ADA/USDT,7759.91026,7759.91026,11236.9,2024-03-04 00:00:00+00:00,2024-04-15 00:00:00+00:00,0.6906,0.4673,0.001,0.001,60480,-0.32466849754842075,-2521.91780363,calendar_shield:exit,0.0073,-0.99,0.0073,-0.99,0.3994,0.8104,False,calendar_shield,1.0,False,1709510400000,1713139200000,0.0,0
ADA/USDT,6240.79335,6240.79335,10931.5,2024-11-13 00:00:00+00:00,2024-12-06 00:00:00+00:00,0.5709,1.1599,0.001,0.001,33120,1.027644977198314,6419.7332598,calendar_shield:exit,0.0058,-0.99,0.0058,-0.99,0.5192,1.3264,False,calendar_shield,1.0,False,1731456000000,1733443200000,0.0,4
ADA/USDT,12147.4115,12147.4115,10097.3,2024-12-07 00:00:00+00:00,2025-01-01 00:00:00+00:00,1.203,0.845,0.001,0.001,36000,-0.2990135297228047,-3635.87263,force_exit,0.0123,-0.99,0.0123,-0.99,0.762,1.2369,False,calendar_shield,1.0,False,1733529600000,1735689600000,0.0,2
