pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,funding_fees,weekday
SOL/USDT,9499.81811,9499.81811,36.263,2025-01-19 00:00:00+00:00,2025-01-30 00:00:00+00:00,261.97,228.16,0.001,0.001,15840,-0.13080071815804914,-1243.82561419,rotation:rotated_out,2.62,-0.99,2.62,-0.99,220.89,295.83,False,rotation:sol,1.0,False,1737244800000,1738195200000,0.0,3
BTC/USDT,8317.331985,8317.331985,0.08018,2025-01-30 00:00:00+00:00,2025-01-31 00:00:00+00:00,103733.25,104722.94,0.001,0.001,1440,0.007523656654888249,62.63932689,rotation:rotated_out,1037.34,-0.99,1037.34,-0.99,101560.0,106457.44,False,rotation:btc,1.0,False,1738195200000,1738281600000,0.0,4
SOL/USDT,8377.6748,8377.6748,35.156,2025-01-31 00:00:00+00:00,2025-02-02 00:00:00+00:00,238.3,213.03,0.001,0.001,2880,-0.10782893145461335,-904.25907748,rotation:rotated_out,2.39,-0.99,2.39,-0.99,192.31,241.82,False,rotation:sol,1.0,False,1738281600000,1738454400000,0.0,6
BTC/USDT,7518.4229754,7518.4229754,0.08046,2025-04-23 00:00:00+00:00,2025-05-07 00:00:00+00:00,93442.99,96834.02,0.001,0.001,20160,0.03421931848095345,257.53258558,rotation:rotated_out,934.43,-0.99,934.43,-0.99,91660.01,97895.68,False,rotation:btc,1.0,False,1745366400000,1746576000000,0.0,2
SOL/USDT,7763.3343,7763.3343,47.205,2025-05-09 00:00:00+00:00,2025-05-11 00:00:00+00:00,164.46,177.89,0.001,0.001,2880,0.07950003298416287,617.80251825,rotation:rotated_out,1.65,-0.99,1.65,-0.99,161.07,180.26,False,rotation:sol,1.0,False,1746748800000,1746921600000,0.0,6
ETH/USDT,8350.25865,8350.25865,3.2325,2025-05-11 00:00:00+00:00,2025-06-06 00:00:00+00:00,2583.22,2414.02,0.001,0.001,37440,-0.06736678129745698,-563.0925783,rotation:rotated_out,25.84,-0.99,25.84,-0.99,2323.21,2788.0,False,rotation:eth,1.0,False,1746921600000,1749168000000,0.0,4
ETH/USDT,7815.31443,7815.31443,3.1563,2025-06-07 00:00:00+00:00,2025-06-10 00:00:00+00:00,2476.1,2680.13,0.001,0.001,4320,0.08023710468267775,627.70528025,rotation:rotated_out,24.77,-0.99,24.77,-0.99,2457.0,2827.0,False,rotation:eth,1.0,False,1749254400000,1749513600000,0.0,1
ETH/USDT,8411.771747,8411.771747,2.9867,2025-06-11 00:00:00+00:00,2025-06-13 00:00:00+00:00,2816.41,2642.66,0.001,0.001,2880,-0.0635667534060646,-535.24372937,rotation:rotated_out,28.17,-0.99,28.17,-0.99,2436.98,2879.22,False,rotation:eth,1.0,False,1749600000000,1749772800000,0.0,4
ETH/USDT,7903.153836,7903.153836,2.6716,2025-07-12 00:00:00+00:00,2025-09-09 00:00:00+00:00,2958.21,4306.36,0.001,0.001,84960,0.45282312077798126,3582.30951479,rotation:rotated_out,29.59,-0.99,29.59,-0.99,2903.85,4956.78,False,rotation:eth,1.0,False,1752278400000,1757376000000,0.0,1
SOL/USDT,11306.301,11306.301,52.05,2025-09-10 00:00:00+00:00,2025-09-22 00:00:00+00:00,217.22,236.16,0.001,0.001,17280,0.08502049465128371,962.228571,rotation:rotated_out,2.18,-0.99,2.18,-0.99,214.5,253.51,False,rotation:sol,1.0,False,1757462400000,1758499200000,0.0,0
BNB/USDT,12220.4914,12220.4914,11.663,2025-09-22 00:00:00+00:00,2025-10-22 00:00:00+00:00,1047.8,1057.16,0.001,0.001,43200,0.0069171523265816074,84.61553152,rotation:rotated_out,10.48,-0.99,10.48,-0.99,860.11,1375.11,False,rotation:bnb,1.0,False,1758499200000,1761091200000,0.0,2
BNB/USDT,12300.32108,12300.32108,11.476,2025-10-23 00:00:00+00:00,2025-11-02 00:00:00+00:00,1071.83,1094.54,0.001,0.001,14400,0.0191477257523179,235.75869788,rotation:rotated_out,10.72,-0.99,10.72,-0.99,1043.48,1182.6,False,rotation:bnb,1.0,False,1761177600000,1762041600000,0.0,6
